지점,지점명,일시,미세먼지
108,서울,2020-06-18 13:00,40
108,서울,2020-06-18 14:00,21
108,서울,2020-06-18 15:00,32
108,서울,2020-06-18 16:00,26
108,서울,2020-06-18 17:00,34
108,서울,2020-06-18 18:00,36
108,서울,2020-06-18 19:00,84
108,서울,2020-06-18 20:00,70
108,서울,2020-06-18 21:00,40
108,서울,2020-06-18 22:00,37
108,서울,2020-06-18 23:00,44
108,서울,2020-06-19 0:00,48
108,서울,2020-06-19 1:00,45
108,서울,2020-06-19 2:00,29
108,서울,2020-06-19 3:00,27
108,서울,2020-06-19 4:00,26
108,서울,2020-06-19 5:00,16
108,서울,2020-06-19 6:00,14
108,서울,2020-06-19 7:00,17
108,서울,2020-06-19 8:00,26
108,서울,2020-06-19 9:00,28
108,서울,2020-06-19 12:00,30
108,서울,2020-06-19 13:00,20
108,서울,2020-06-19 14:00,34
108,서울,2020-06-19 15:00,32
108,서울,2020-06-19 16:00,38
108,서울,2020-06-19 17:00,34
108,서울,2020-06-19 18:00,41
108,서울,2020-06-19 19:00,14
108,서울,2020-06-19 20:00,52
108,서울,2020-06-19 21:00,40
108,서울,2020-06-19 22:00,23
108,서울,2020-06-19 23:00,33
108,서울,2020-06-20 0:00,31
108,서울,2020-06-20 1:00,50
108,서울,2020-06-20 2:00,44
108,서울,2020-06-20 3:00,38
108,서울,2020-06-20 4:00,41
108,서울,2020-06-20 5:00,42
108,서울,2020-06-20 6:00,40
108,서울,2020-06-20 7:00,26
108,서울,2020-06-20 8:00,34
108,서울,2020-06-20 9:00,22
108,서울,2020-06-20 10:00,31
108,서울,2020-06-20 11:00,36
108,서울,2020-06-20 12:00,45
108,서울,2020-06-20 13:00,37
108,서울,2020-06-20 14:00,57
108,서울,2020-06-20 15:00,65
108,서울,2020-06-20 16:00,34
108,서울,2020-06-20 17:00,48
108,서울,2020-06-20 18:00,25
108,서울,2020-06-20 19:00,33
108,서울,2020-06-20 20:00,39
108,서울,2020-06-20 21:00,45
108,서울,2020-06-20 22:00,39
108,서울,2020-06-20 23:00,40
108,서울,2020-06-21 0:00,54
108,서울,2020-06-21 1:00,43
108,서울,2020-06-21 2:00,45
108,서울,2020-06-21 3:00,43
108,서울,2020-06-21 4:00,41
108,서울,2020-06-21 5:00,48
108,서울,2020-06-21 6:00,66
108,서울,2020-06-21 7:00,40
108,서울,2020-06-21 8:00,25
108,서울,2020-06-21 10:00,16
108,서울,2020-06-21 11:00,15
108,서울,2020-06-21 12:00,22
108,서울,2020-06-21 13:00,13
108,서울,2020-06-21 15:00,40
108,서울,2020-06-21 16:00,34
108,서울,2020-06-21 17:00,40
108,서울,2020-06-21 18:00,38
108,서울,2020-06-21 20:00,44
108,서울,2020-06-21 21:00,62
108,서울,2020-06-21 22:00,51
108,서울,2020-06-21 23:00,41
108,서울,2020-06-22 0:00,41
108,서울,2020-06-22 1:00,34
108,서울,2020-06-22 2:00,42
108,서울,2020-06-22 3:00,45
108,서울,2020-06-22 4:00,38
108,서울,2020-06-22 5:00,46
108,서울,2020-06-22 6:00,35
108,서울,2020-06-22 7:00,41
108,서울,2020-06-22 8:00,15
108,서울,2020-06-22 9:00,36
108,서울,2020-06-22 10:00,34
108,서울,2020-06-22 11:00,56
108,서울,2020-06-22 12:00,42
108,서울,2020-06-22 13:00,54
108,서울,2020-06-22 14:00,40
108,서울,2020-06-22 15:00,35
108,서울,2020-06-22 16:00,36
108,서울,2020-06-22 17:00,31
108,서울,2020-06-22 18:00,49
108,서울,2020-06-22 19:00,46
108,서울,2020-06-22 20:00,44
108,서울,2020-06-22 21:00,42
108,서울,2020-06-22 23:00,49
108,서울,2020-06-23 0:00,37
108,서울,2020-06-23 1:00,35
108,서울,2020-06-23 2:00,43
108,서울,2020-06-23 3:00,39
108,서울,2020-06-23 4:00,40
108,서울,2020-06-23 6:00,49
108,서울,2020-06-23 7:00,45
108,서울,2020-06-23 8:00,39
108,서울,2020-06-23 10:00,32
108,서울,2020-06-23 12:00,64
108,서울,2020-06-23 13:00,55
108,서울,2020-06-23 14:00,51
108,서울,2020-06-23 15:00,48
108,서울,2020-06-23 16:00,69
108,서울,2020-06-23 17:00,54
108,서울,2020-06-23 18:00,43
108,서울,2020-06-23 19:00,45
108,서울,2020-06-23 20:00,34
108,서울,2020-06-23 21:00,40
108,서울,2020-06-23 22:00,40
108,서울,2020-06-23 23:00,45
108,서울,2020-06-24 0:00,49
108,서울,2020-06-24 1:00,68
108,서울,2020-06-24 2:00,74
108,서울,2020-06-24 3:00,70
108,서울,2020-06-24 4:00,61
108,서울,2020-06-24 5:00,47
108,서울,2020-06-24 6:00,40
108,서울,2020-06-24 8:00,51
108,서울,2020-06-24 9:00,56
108,서울,2020-06-24 11:00,69
108,서울,2020-06-24 12:00,53
108,서울,2020-06-24 13:00,34
108,서울,2020-06-24 14:00,33
108,서울,2020-06-24 15:00,17
108,서울,2020-06-24 17:00,25
108,서울,2020-06-24 18:00,11
108,서울,2020-06-24 19:00,8
108,서울,2020-06-24 20:00,6
108,서울,2020-06-24 22:00,49
108,서울,2020-06-24 23:00,34
108,서울,2020-06-25 0:00,16
108,서울,2020-06-25 1:00,16
108,서울,2020-06-25 2:00,5
108,서울,2020-06-25 3:00,5
108,서울,2020-06-25 4:00,4
108,서울,2020-06-25 5:00,10
108,서울,2020-06-25 6:00,21
108,서울,2020-06-25 7:00,28
108,서울,2020-06-25 8:00,21
108,서울,2020-06-25 10:00,38
108,서울,2020-06-25 11:00,17
108,서울,2020-06-25 14:00,44
108,서울,2020-06-25 17:00,35
108,서울,2020-06-25 18:00,39
108,서울,2020-06-25 19:00,7
108,서울,2020-06-25 20:00,20
108,서울,2020-06-25 21:00,42
108,서울,2020-06-25 22:00,59
108,서울,2020-06-25 23:00,43
108,서울,2020-06-26 0:00,21
108,서울,2020-06-26 1:00,13
108,서울,2020-06-26 2:00,11
108,서울,2020-06-26 3:00,9
108,서울,2020-06-26 5:00,10
108,서울,2020-06-26 6:00,14
108,서울,2020-06-26 7:00,19
108,서울,2020-06-26 8:00,17
108,서울,2020-06-26 9:00,50
108,서울,2020-06-26 10:00,64
108,서울,2020-06-26 11:00,40
108,서울,2020-06-26 12:00,11
108,서울,2020-06-26 13:00,16
108,서울,2020-06-26 14:00,55
108,서울,2020-06-26 15:00,35
108,서울,2020-06-26 16:00,26
108,서울,2020-06-26 17:00,39
108,서울,2020-06-26 18:00,56
108,서울,2020-06-26 19:00,49
108,서울,2020-06-26 20:00,51
108,서울,2020-06-26 21:00,32
108,서울,2020-06-26 22:00,19
108,서울,2020-06-26 23:00,29
108,서울,2020-06-27 0:00,20
108,서울,2020-06-27 1:00,24
108,서울,2020-06-27 2:00,26
108,서울,2020-06-27 3:00,26
108,서울,2020-06-27 4:00,28
108,서울,2020-06-27 5:00,28
108,서울,2020-06-27 6:00,25
108,서울,2020-06-27 7:00,27
108,서울,2020-06-27 8:00,19
108,서울,2020-06-27 10:00,9
108,서울,2020-06-27 11:00,12
108,서울,2020-06-27 16:00,53
108,서울,2020-06-27 17:00,58
108,서울,2020-06-27 19:00,13
108,서울,2020-06-27 20:00,25
108,서울,2020-06-27 21:00,31
108,서울,2020-06-27 22:00,29
108,서울,2020-06-27 23:00,43
108,서울,2020-06-28 0:00,53
108,서울,2020-06-28 1:00,72
108,서울,2020-06-28 2:00,58
108,서울,2020-06-28 3:00,50
108,서울,2020-06-28 4:00,47
108,서울,2020-06-28 5:00,49
108,서울,2020-06-28 6:00,30
108,서울,2020-06-28 7:00,69
108,서울,2020-06-28 8:00,46
108,서울,2020-06-28 11:00,21
108,서울,2020-06-28 12:00,4
108,서울,2020-06-28 14:00,9
108,서울,2020-06-28 16:00,11
108,서울,2020-06-28 17:00,38
108,서울,2020-06-28 18:00,40
108,서울,2020-06-28 19:00,42
108,서울,2020-06-28 20:00,57
108,서울,2020-06-28 21:00,57
108,서울,2020-06-28 22:00,18
108,서울,2020-06-28 23:00,12
108,서울,2020-06-29 0:00,35
108,서울,2020-06-29 1:00,41
108,서울,2020-06-29 2:00,56
108,서울,2020-06-29 3:00,74
108,서울,2020-06-29 4:00,74
108,서울,2020-06-29 5:00,79
108,서울,2020-06-29 6:00,59
108,서울,2020-06-29 7:00,33
108,서울,2020-06-29 8:00,30
108,서울,2020-06-29 10:00,21
108,서울,2020-06-29 11:00,61
108,서울,2020-06-29 12:00,50
108,서울,2020-06-29 13:00,67
108,서울,2020-06-29 14:00,49
108,서울,2020-06-29 15:00,23
108,서울,2020-06-29 16:00,69
108,서울,2020-06-29 17:00,28
108,서울,2020-06-29 18:00,18
108,서울,2020-06-29 19:00,43
108,서울,2020-06-30 2:00,16
108,서울,2020-06-30 3:00,12
108,서울,2020-06-30 4:00,8
108,서울,2020-06-30 5:00,15
108,서울,2020-06-30 6:00,10
108,서울,2020-06-30 7:00,11
108,서울,2020-06-30 8:00,6
108,서울,2020-06-30 10:00,4
108,서울,2020-06-30 15:00,5
108,서울,2020-06-30 16:00,7
108,서울,2020-06-30 18:00,7
108,서울,2020-06-30 19:00,16
108,서울,2020-06-30 20:00,7
108,서울,2020-06-30 21:00,9
108,서울,2020-06-30 22:00,28
108,서울,2020-07-01 1:00,13
119,수원,2020-06-01 6:00,27
119,수원,2020-06-01 7:00,26
119,수원,2020-06-01 8:00,13
119,수원,2020-06-01 9:00,17
119,수원,2020-06-01 10:00,26
119,수원,2020-06-01 11:00,24
119,수원,2020-06-01 12:00,17
119,수원,2020-06-01 13:00,69
119,수원,2020-06-01 17:00,20
119,수원,2020-06-01 18:00,23
119,수원,2020-06-01 19:00,24
119,수원,2020-06-01 20:00,27
119,수원,2020-06-01 21:00,36
119,수원,2020-06-01 22:00,27
119,수원,2020-06-01 23:00,43
119,수원,2020-06-02 0:00,41
119,수원,2020-06-02 1:00,35
119,수원,2020-06-02 2:00,39
119,수원,2020-06-02 3:00,41
119,수원,2020-06-02 4:00,38
119,수원,2020-06-02 5:00,70
119,수원,2020-06-02 6:00,64
119,수원,2020-06-02 7:00,55
119,수원,2020-06-02 8:00,44
119,수원,2020-06-02 9:00,26
119,수원,2020-06-02 10:00,19
119,수원,2020-06-02 11:00,44
119,수원,2020-06-02 12:00,52
119,수원,2020-06-02 13:00,52
119,수원,2020-06-02 17:00,27
119,수원,2020-06-02 18:00,29
119,수원,2020-06-02 19:00,30
119,수원,2020-06-02 20:00,34
119,수원,2020-06-02 21:00,33
119,수원,2020-06-02 22:00,41
119,수원,2020-06-02 23:00,41
119,수원,2020-06-03 0:00,45
119,수원,2020-06-03 1:00,38
119,수원,2020-06-03 2:00,35
119,수원,2020-06-03 3:00,47
119,수원,2020-06-03 4:00,51
119,수원,2020-06-03 5:00,73
119,수원,2020-06-03 6:00,75
119,수원,2020-06-03 7:00,60
119,수원,2020-06-03 8:00,37
119,수원,2020-06-03 9:00,37
119,수원,2020-06-03 10:00,50
119,수원,2020-06-03 11:00,48
119,수원,2020-06-03 12:00,52
119,수원,2020-06-03 13:00,39
119,수원,2020-06-03 14:00,39
119,수원,2020-06-03 15:00,35
119,수원,2020-06-03 16:00,49
119,수원,2020-06-03 17:00,66
119,수원,2020-06-03 18:00,65
119,수원,2020-06-03 19:00,74
119,수원,2020-06-03 20:00,69
119,수원,2020-06-03 21:00,35
119,수원,2020-06-03 22:00,34
119,수원,2020-06-03 23:00,52
119,수원,2020-06-04 0:00,45
119,수원,2020-06-04 1:00,37
119,수원,2020-06-04 2:00,34
119,수원,2020-06-04 3:00,37
119,수원,2020-06-04 4:00,39
119,수원,2020-06-04 5:00,72
119,수원,2020-06-04 6:00,58
119,수원,2020-06-04 7:00,59
119,수원,2020-06-04 8:00,52
119,수원,2020-06-04 9:00,44
119,수원,2020-06-04 10:00,51
119,수원,2020-06-04 11:00,78
119,수원,2020-06-04 12:00,69
119,수원,2020-06-04 13:00,64
119,수원,2020-06-04 14:00,62
119,수원,2020-06-04 15:00,44
119,수원,2020-06-04 16:00,40
119,수원,2020-06-04 17:00,61
119,수원,2020-06-04 18:00,52
119,수원,2020-06-04 19:00,42
119,수원,2020-06-04 20:00,29
119,수원,2020-06-04 21:00,32
119,수원,2020-06-04 22:00,38
119,수원,2020-06-04 23:00,49
119,수원,2020-06-05 0:00,38
119,수원,2020-06-05 1:00,32
119,수원,2020-06-05 2:00,17
119,수원,2020-06-05 3:00,20
119,수원,2020-06-05 4:00,21
119,수원,2020-06-05 5:00,40
119,수원,2020-06-05 6:00,45
119,수원,2020-06-05 7:00,48
119,수원,2020-06-05 8:00,49
119,수원,2020-06-05 9:00,49
119,수원,2020-06-05 10:00,40
119,수원,2020-06-05 11:00,58
119,수원,2020-06-05 12:00,45
119,수원,2020-06-05 13:00,46
119,수원,2020-06-05 14:00,43
119,수원,2020-06-05 15:00,54
119,수원,2020-06-05 16:00,54
119,수원,2020-06-05 17:00,73
119,수원,2020-06-05 18:00,82
119,수원,2020-06-05 19:00,78
119,수원,2020-06-05 20:00,74
119,수원,2020-06-05 21:00,83
119,수원,2020-06-05 22:00,88
119,수원,2020-06-06 1:00,44
119,수원,2020-06-06 2:00,46
119,수원,2020-06-06 3:00,45
119,수원,2020-06-06 4:00,51
119,수원,2020-06-06 5:00,94
119,수원,2020-06-06 6:00,79
119,수원,2020-06-06 7:00,61
119,수원,2020-06-06 8:00,48
119,수원,2020-06-06 9:00,54
119,수원,2020-06-06 10:00,43
119,수원,2020-06-06 11:00,65
119,수원,2020-06-06 12:00,64
119,수원,2020-06-06 13:00,57
119,수원,2020-06-06 14:00,52
119,수원,2020-06-06 15:00,61
119,수원,2020-06-06 16:00,61
119,수원,2020-06-06 17:00,96
119,수원,2020-06-06 18:00,109
119,수원,2020-06-06 19:00,104
119,수원,2020-06-06 20:00,111
119,수원,2020-06-06 21:00,102
119,수원,2020-06-06 22:00,112
119,수원,2020-06-06 23:00,146
119,수원,2020-06-07 0:00,114
119,수원,2020-06-07 1:00,86
119,수원,2020-06-07 2:00,66
119,수원,2020-06-07 3:00,48
119,수원,2020-06-07 4:00,66
119,수원,2020-06-07 5:00,88
119,수원,2020-06-07 6:00,69
119,수원,2020-06-07 7:00,49
119,수원,2020-06-07 8:00,29
119,수원,2020-06-07 9:00,18
119,수원,2020-06-07 10:00,29
119,수원,2020-06-07 11:00,43
119,수원,2020-06-07 12:00,37
119,수원,2020-06-07 13:00,26
119,수원,2020-06-07 14:00,27
119,수원,2020-06-07 15:00,33
119,수원,2020-06-07 16:00,37
119,수원,2020-06-07 17:00,52
119,수원,2020-06-07 18:00,72
119,수원,2020-06-07 19:00,64
119,수원,2020-06-07 20:00,56
119,수원,2020-06-07 21:00,58
119,수원,2020-06-07 22:00,49
119,수원,2020-06-07 23:00,66
119,수원,2020-06-08 0:00,53
119,수원,2020-06-08 1:00,48
119,수원,2020-06-08 2:00,46
119,수원,2020-06-08 3:00,50
119,수원,2020-06-08 4:00,41
119,수원,2020-06-08 5:00,81
119,수원,2020-06-08 6:00,81
119,수원,2020-06-08 7:00,74
119,수원,2020-06-08 8:00,59
119,수원,2020-06-08 9:00,42
119,수원,2020-06-08 10:00,43
119,수원,2020-06-08 11:00,49
119,수원,2020-06-08 12:00,45
119,수원,2020-06-08 13:00,44
119,수원,2020-06-08 14:00,42
119,수원,2020-06-08 15:00,41
119,수원,2020-06-08 16:00,52
119,수원,2020-06-08 17:00,75
119,수원,2020-06-08 18:00,72
119,수원,2020-06-08 19:00,77
119,수원,2020-06-08 20:00,65
119,수원,2020-06-08 21:00,38
119,수원,2020-06-08 22:00,52
119,수원,2020-06-08 23:00,57
119,수원,2020-06-09 0:00,59
119,수원,2020-06-09 1:00,76
119,수원,2020-06-09 2:00,48
119,수원,2020-06-09 3:00,59
119,수원,2020-06-09 4:00,66
119,수원,2020-06-09 5:00,69
119,수원,2020-06-09 6:00,58
119,수원,2020-06-09 7:00,54
119,수원,2020-06-09 8:00,42
119,수원,2020-06-09 9:00,41
119,수원,2020-06-09 10:00,40
119,수원,2020-06-09 11:00,58
119,수원,2020-06-09 12:00,62
119,수원,2020-06-09 13:00,58
119,수원,2020-06-09 14:00,58
119,수원,2020-06-09 15:00,78
119,수원,2020-06-09 16:00,83
119,수원,2020-06-09 17:00,84
119,수원,2020-06-09 18:00,68
119,수원,2020-06-09 19:00,64
119,수원,2020-06-09 20:00,74
119,수원,2020-06-09 21:00,68
119,수원,2020-06-09 22:00,72
119,수원,2020-06-09 23:00,65
119,수원,2020-06-10 0:00,66
119,수원,2020-06-10 1:00,69
119,수원,2020-06-10 2:00,57
119,수원,2020-06-10 3:00,50
119,수원,2020-06-10 4:00,70
119,수원,2020-06-10 5:00,66
119,수원,2020-06-10 6:00,80
119,수원,2020-06-10 7:00,65
119,수원,2020-06-10 8:00,53
119,수원,2020-06-10 9:00,44
119,수원,2020-06-10 10:00,43
119,수원,2020-06-10 11:00,54
119,수원,2020-06-10 12:00,64
119,수원,2020-06-10 13:00,47
119,수원,2020-06-10 14:00,37
119,수원,2020-06-10 15:00,38
119,수원,2020-06-10 16:00,56
119,수원,2020-06-10 17:00,57
119,수원,2020-06-10 18:00,61
119,수원,2020-06-10 19:00,54
119,수원,2020-06-10 20:00,49
119,수원,2020-06-10 21:00,51
119,수원,2020-06-10 22:00,44
119,수원,2020-06-10 23:00,50
119,수원,2020-06-11 0:00,51
119,수원,2020-06-11 1:00,42
119,수원,2020-06-11 2:00,38
119,수원,2020-06-11 3:00,31
119,수원,2020-06-11 4:00,25
119,수원,2020-06-11 5:00,57
119,수원,2020-06-11 6:00,45
119,수원,2020-06-11 7:00,37
119,수원,2020-06-11 8:00,31
119,수원,2020-06-11 9:00,30
119,수원,2020-06-11 10:00,38
119,수원,2020-06-11 11:00,38
119,수원,2020-06-11 12:00,31
119,수원,2020-06-11 13:00,28
119,수원,2020-06-11 14:00,28
119,수원,2020-06-11 15:00,27
119,수원,2020-06-11 16:00,45
119,수원,2020-06-11 17:00,60
119,수원,2020-06-11 18:00,53
119,수원,2020-06-11 19:00,37
119,수원,2020-06-11 20:00,45
119,수원,2020-06-11 21:00,41
119,수원,2020-06-11 22:00,38
119,수원,2020-06-11 23:00,43
119,수원,2020-06-12 0:00,31
119,수원,2020-06-12 1:00,28
119,수원,2020-06-12 2:00,27
119,수원,2020-06-12 3:00,34
119,수원,2020-06-12 4:00,50
119,수원,2020-06-12 5:00,56
119,수원,2020-06-12 6:00,47
119,수원,2020-06-12 7:00,37
119,수원,2020-06-12 8:00,28
119,수원,2020-06-12 9:00,33
119,수원,2020-06-12 10:00,38
119,수원,2020-06-12 11:00,59
119,수원,2020-06-12 12:00,49
119,수원,2020-06-12 13:00,41
119,수원,2020-06-12 14:00,40
119,수원,2020-06-12 15:00,48
119,수원,2020-06-12 16:00,61
119,수원,2020-06-12 17:00,95
119,수원,2020-06-12 18:00,90
119,수원,2020-06-12 19:00,50
119,수원,2020-06-12 20:00,39
119,수원,2020-06-12 21:00,39
119,수원,2020-06-12 22:00,57
119,수원,2020-06-12 23:00,68
119,수원,2020-06-13 0:00,70
119,수원,2020-06-13 1:00,59
119,수원,2020-06-13 2:00,47
119,수원,2020-06-13 3:00,43
119,수원,2020-06-13 4:00,46
119,수원,2020-06-13 5:00,86
119,수원,2020-06-13 6:00,66
119,수원,2020-06-13 7:00,52
119,수원,2020-06-13 8:00,37
119,수원,2020-06-13 9:00,42
119,수원,2020-06-13 10:00,54
119,수원,2020-06-13 11:00,77
119,수원,2020-06-13 12:00,49
119,수원,2020-06-13 13:00,44
119,수원,2020-06-13 14:00,40
119,수원,2020-06-13 15:00,33
119,수원,2020-06-13 16:00,35
119,수원,2020-06-13 17:00,41
119,수원,2020-06-13 18:00,37
119,수원,2020-06-13 19:00,34
119,수원,2020-06-13 20:00,76
119,수원,2020-06-13 21:00,78
119,수원,2020-06-13 22:00,80
119,수원,2020-06-14 1:00,69
119,수원,2020-06-14 2:00,39
119,수원,2020-06-14 3:00,45
119,수원,2020-06-14 4:00,63
119,수원,2020-06-14 5:00,92
119,수원,2020-06-14 6:00,40
119,수원,2020-06-14 7:00,41
119,수원,2020-06-14 8:00,48
119,수원,2020-06-14 9:00,64
119,수원,2020-06-14 10:00,60
119,수원,2020-06-14 11:00,87
119,수원,2020-06-14 12:00,52
119,수원,2020-06-14 13:00,28
119,수원,2020-06-14 14:00,35
119,수원,2020-06-14 15:00,42
119,수원,2020-06-14 16:00,18
119,수원,2020-06-14 17:00,21
119,수원,2020-06-14 18:00,26
119,수원,2020-06-14 19:00,34
119,수원,2020-06-14 20:00,45
119,수원,2020-06-14 21:00,56
119,수원,2020-06-14 22:00,61
119,수원,2020-06-14 23:00,66
119,수원,2020-06-15 0:00,42
119,수원,2020-06-15 1:00,34
119,수원,2020-06-15 2:00,31
119,수원,2020-06-15 3:00,28
119,수원,2020-06-15 4:00,36
119,수원,2020-06-15 5:00,64
119,수원,2020-06-15 6:00,67
119,수원,2020-06-15 7:00,46
119,수원,2020-06-15 8:00,24
119,수원,2020-06-15 9:00,9
119,수원,2020-06-15 10:00,24
119,수원,2020-06-15 11:00,47
119,수원,2020-06-15 12:00,37
119,수원,2020-06-15 13:00,32
119,수원,2020-06-15 14:00,30
119,수원,2020-06-15 15:00,20
119,수원,2020-06-15 16:00,15
119,수원,2020-06-15 17:00,23
119,수원,2020-06-15 18:00,18
119,수원,2020-06-15 19:00,16
119,수원,2020-06-15 20:00,25
119,수원,2020-06-15 21:00,21
119,수원,2020-06-15 22:00,16
119,수원,2020-06-15 23:00,26
119,수원,2020-06-16 0:00,38
119,수원,2020-06-16 1:00,37
119,수원,2020-06-16 2:00,36
119,수원,2020-06-16 3:00,42
119,수원,2020-06-16 4:00,46
119,수원,2020-06-16 5:00,71
119,수원,2020-06-16 6:00,76
119,수원,2020-06-16 7:00,65
119,수원,2020-06-16 8:00,61
119,수원,2020-06-16 9:00,48
119,수원,2020-06-16 10:00,57
119,수원,2020-06-16 11:00,89
119,수원,2020-06-16 12:00,75
119,수원,2020-06-16 13:00,63
119,수원,2020-06-16 14:00,62
119,수원,2020-06-16 15:00,62
119,수원,2020-06-16 16:00,66
119,수원,2020-06-16 17:00,97
119,수원,2020-06-16 18:00,90
119,수원,2020-06-16 19:00,70
119,수원,2020-06-16 20:00,56
119,수원,2020-06-16 21:00,55
119,수원,2020-06-16 22:00,56
119,수원,2020-06-16 23:00,71
119,수원,2020-06-17 0:00,62
119,수원,2020-06-17 1:00,62
119,수원,2020-06-17 2:00,53
119,수원,2020-06-17 3:00,64
119,수원,2020-06-17 4:00,65
119,수원,2020-06-17 5:00,101
119,수원,2020-06-17 6:00,77
119,수원,2020-06-17 7:00,56
119,수원,2020-06-17 8:00,45
119,수원,2020-06-17 9:00,38
119,수원,2020-06-17 10:00,41
119,수원,2020-06-17 11:00,64
119,수원,2020-06-17 12:00,51
119,수원,2020-06-17 13:00,49
119,수원,2020-06-17 14:00,49
119,수원,2020-06-17 15:00,38
119,수원,2020-06-17 16:00,43
119,수원,2020-06-17 17:00,77
119,수원,2020-06-17 18:00,64
119,수원,2020-06-17 19:00,63
119,수원,2020-06-17 20:00,43
119,수원,2020-06-17 21:00,37
119,수원,2020-06-17 22:00,34
119,수원,2020-06-17 23:00,41
119,수원,2020-06-18 0:00,41
119,수원,2020-06-18 1:00,32
119,수원,2020-06-18 2:00,28
119,수원,2020-06-18 3:00,29
119,수원,2020-06-18 4:00,34
119,수원,2020-06-18 5:00,49
119,수원,2020-06-18 6:00,47
119,수원,2020-06-18 7:00,40
119,수원,2020-06-18 8:00,33
119,수원,2020-06-18 9:00,32
119,수원,2020-06-18 10:00,34
119,수원,2020-06-18 11:00,57
119,수원,2020-06-18 12:00,42
119,수원,2020-06-18 13:00,43
119,수원,2020-06-18 14:00,35
119,수원,2020-06-18 15:00,36
119,수원,2020-06-18 16:00,47
119,수원,2020-06-18 17:00,58
119,수원,2020-06-18 18:00,58
119,수원,2020-06-18 19:00,59
119,수원,2020-06-18 20:00,75
119,수원,2020-06-18 21:00,72
119,수원,2020-06-18 22:00,69
119,수원,2020-06-18 23:00,122
119,수원,2020-06-19 0:00,74
119,수원,2020-06-19 1:00,33
119,수원,2020-06-19 2:00,52
119,수원,2020-06-19 3:00,46
119,수원,2020-06-19 4:00,36
119,수원,2020-06-19 5:00,52
119,수원,2020-06-19 6:00,55
119,수원,2020-06-19 7:00,42
119,수원,2020-06-19 8:00,42
119,수원,2020-06-19 9:00,23
119,수원,2020-06-19 10:00,28
119,수원,2020-06-19 11:00,17
119,수원,2020-06-19 12:00,20
119,수원,2020-06-19 13:00,26
119,수원,2020-06-19 14:00,20
119,수원,2020-06-19 15:00,25
119,수원,2020-06-19 16:00,38
119,수원,2020-06-19 17:00,47
119,수원,2020-06-19 18:00,43
119,수원,2020-06-19 19:00,43
119,수원,2020-06-19 20:00,42
119,수원,2020-06-19 21:00,35
119,수원,2020-06-19 22:00,36
119,수원,2020-06-19 23:00,39
119,수원,2020-06-20 0:00,36
119,수원,2020-06-20 1:00,36
119,수원,2020-06-20 2:00,35
119,수원,2020-06-20 3:00,36
119,수원,2020-06-20 4:00,37
119,수원,2020-06-20 5:00,52
119,수원,2020-06-20 6:00,51
119,수원,2020-06-20 7:00,43
119,수원,2020-06-20 8:00,30
119,수원,2020-06-20 9:00,22
119,수원,2020-06-20 10:00,28
119,수원,2020-06-20 11:00,52
119,수원,2020-06-20 12:00,61
119,수원,2020-06-20 13:00,58
119,수원,2020-06-20 14:00,62
119,수원,2020-06-20 15:00,60
119,수원,2020-06-20 16:00,52
119,수원,2020-06-20 17:00,72
119,수원,2020-06-20 18:00,52
119,수원,2020-06-20 19:00,48
119,수원,2020-06-20 20:00,44
119,수원,2020-06-20 21:00,67
119,수원,2020-06-20 22:00,92
119,수원,2020-06-20 23:00,62
119,수원,2020-06-21 0:00,51
119,수원,2020-06-21 1:00,42
119,수원,2020-06-21 2:00,31
119,수원,2020-06-21 3:00,36
119,수원,2020-06-21 4:00,47
119,수원,2020-06-21 5:00,65
119,수원,2020-06-21 6:00,58
119,수원,2020-06-21 7:00,47
119,수원,2020-06-21 8:00,39
119,수원,2020-06-21 9:00,19
119,수원,2020-06-21 10:00,40
119,수원,2020-06-21 11:00,61
119,수원,2020-06-21 12:00,44
119,수원,2020-06-21 13:00,40
119,수원,2020-06-21 14:00,36
119,수원,2020-06-21 15:00,40
119,수원,2020-06-21 16:00,57
119,수원,2020-06-21 17:00,61
119,수원,2020-06-21 18:00,51
119,수원,2020-06-21 19:00,45
119,수원,2020-06-21 20:00,51
119,수원,2020-06-21 21:00,52
119,수원,2020-06-21 22:00,63
119,수원,2020-06-21 23:00,54
119,수원,2020-06-22 0:00,46
119,수원,2020-06-22 1:00,44
119,수원,2020-06-22 2:00,39
119,수원,2020-06-22 3:00,39
119,수원,2020-06-22 4:00,54
119,수원,2020-06-22 5:00,50
119,수원,2020-06-22 6:00,44
119,수원,2020-06-22 7:00,36
119,수원,2020-06-22 8:00,29
119,수원,2020-06-22 9:00,35
119,수원,2020-06-22 10:00,51
119,수원,2020-06-22 11:00,73
119,수원,2020-06-22 12:00,65
119,수원,2020-06-22 13:00,49
119,수원,2020-06-22 14:00,44
119,수원,2020-06-22 15:00,49
119,수원,2020-06-22 16:00,57
119,수원,2020-06-22 17:00,85
119,수원,2020-06-22 18:00,83
119,수원,2020-06-22 19:00,58
119,수원,2020-06-22 20:00,51
119,수원,2020-06-22 21:00,62
119,수원,2020-06-22 22:00,65
119,수원,2020-06-22 23:00,55
119,수원,2020-06-23 0:00,50
119,수원,2020-06-23 1:00,52
119,수원,2020-06-23 2:00,50
119,수원,2020-06-23 3:00,48
119,수원,2020-06-23 4:00,67
119,수원,2020-06-23 11:00,73
119,수원,2020-06-23 12:00,75
