지점,지점명,일시,기온,강수량,풍속,습도
112,인천,2020-06-21 16:00,28,,3.7,53
112,인천,2020-06-21 17:00,27.5,,3.3,57
112,인천,2020-06-21 18:00,26.7,,3.1,56
112,인천,2020-06-21 19:00,26.5,,1.3,57
112,인천,2020-06-21 20:00,24,,2,67
112,인천,2020-06-21 21:00,23.2,,1.5,67
112,인천,2020-06-21 22:00,22.7,,1.3,71
112,인천,2020-06-21 23:00,22.4,,1.2,72
112,인천,2020-06-22 0:00,22.3,,0.8,74
112,인천,2020-06-22 1:00,22.1,,0.8,76
112,인천,2020-06-22 2:00,21.9,,0.8,79
112,인천,2020-06-22 3:00,21.4,,2.4,84
112,인천,2020-06-22 4:00,21.3,,2,87
112,인천,2020-06-22 5:00,21.3,,0.6,83
112,인천,2020-06-22 6:00,21.5,,1.1,87
112,인천,2020-06-22 7:00,22.3,,0.5,83
112,인천,2020-06-22 8:00,23.6,,1.3,76
112,인천,2020-06-22 9:00,24.9,,1.9,71
112,인천,2020-06-22 10:00,26.4,,1.3,62
112,인천,2020-06-22 11:00,27.6,,2.6,61
112,인천,2020-06-22 12:00,27.7,,2.5,58
112,인천,2020-06-22 13:00,29.7,,2.5,50
112,인천,2020-06-22 14:00,30.2,,3.1,52
112,인천,2020-06-22 15:00,30.9,,3.7,44
112,인천,2020-06-22 16:00,31.6,,3.4,34
112,인천,2020-06-22 17:00,31.1,,3.2,38
112,인천,2020-06-22 18:00,29.8,,2.7,42
112,인천,2020-06-22 19:00,28.1,,2.4,52
112,인천,2020-06-22 20:00,26.3,,2.4,52
112,인천,2020-06-22 21:00,25.6,,2.4,55
112,인천,2020-06-22 22:00,25.3,,1.5,55
112,인천,2020-06-22 23:00,25.3,,1.1,53
112,인천,2020-06-23 0:00,23.8,,3,75
112,인천,2020-06-23 1:00,22.5,,3.3,73
112,인천,2020-06-23 2:00,22.6,,2.9,70
112,인천,2020-06-23 3:00,22.5,,2.8,69
112,인천,2020-06-23 4:00,22.2,,1.1,76
112,인천,2020-06-23 5:00,21.6,,1.1,80
112,인천,2020-06-23 6:00,21.3,,1.2,72
112,인천,2020-06-23 7:00,21.9,,1.2,69
112,인천,2020-06-23 8:00,23.7,,2,61
112,인천,2020-06-23 9:00,24.8,,2.2,59
112,인천,2020-06-23 10:00,25.6,,1.4,57
112,인천,2020-06-23 11:00,25.9,,1.5,60
112,인천,2020-06-23 12:00,26.6,,1.4,60
112,인천,2020-06-23 13:00,27,,3,54
112,인천,2020-06-23 14:00,27.8,,2.6,57
112,인천,2020-06-23 15:00,26.6,,2.3,57
112,인천,2020-06-23 16:00,25.9,,2.9,59
112,인천,2020-06-23 17:00,25.9,,2.2,57
112,인천,2020-06-23 18:00,24.7,,3,60
112,인천,2020-06-23 19:00,24.5,,0.3,58
112,인천,2020-06-23 20:00,24.4,,0.9,65
112,인천,2020-06-23 21:00,24,0,2.4,65
112,인천,2020-06-23 22:00,23.9,0,2.4,66
112,인천,2020-06-23 23:00,24,0,1.9,65
112,인천,2020-06-24 0:00,24.1,0,0.9,65
112,인천,2020-06-24 1:00,25,0,3.3,64
112,인천,2020-06-24 2:00,25.1,,2.1,65
112,인천,2020-06-24 3:00,25.7,,3,65
112,인천,2020-06-24 4:00,25.6,0,2.3,68
112,인천,2020-06-24 5:00,25.1,0.1,3,74
112,인천,2020-06-24 6:00,24.9,0,3.2,64
112,인천,2020-06-24 7:00,25.1,0,4,58
112,인천,2020-06-24 8:00,24.5,0,3.6,64
112,인천,2020-06-24 9:00,22.6,1,3.1,87
112,인천,2020-06-24 10:00,21.3,2.6,4,93
112,인천,2020-06-24 11:00,20.2,4.7,5.8,94
112,인천,2020-06-24 12:00,19.5,5.1,4.7,96
112,인천,2020-06-24 13:00,19.8,3,4.7,94
112,인천,2020-06-24 14:00,20.1,0.5,4.1,94
112,인천,2020-06-24 15:00,20.7,0.1,4.2,96
112,인천,2020-06-24 16:00,20.6,0.3,5.7,97
112,인천,2020-06-24 17:00,20.6,0.7,4.1,99
112,인천,2020-06-24 18:00,20.6,0.6,5,100
112,인천,2020-06-24 19:00,20.7,0.6,5,100
112,인천,2020-06-24 20:00,20.6,0.7,4.7,100
112,인천,2020-06-24 21:00,20.5,0.7,4.3,100
112,인천,2020-06-24 22:00,20.6,1,3.8,100
112,인천,2020-06-24 23:00,20.7,0.5,3.1,100
112,인천,2020-06-25 0:00,20.9,1.3,3.3,100
112,인천,2020-06-25 1:00,21,1,2.2,100
112,인천,2020-06-25 2:00,20.9,0.2,2.7,100
112,인천,2020-06-25 3:00,20.9,0.1,2.8,100
112,인천,2020-06-25 4:00,20.7,0.1,2.8,100
112,인천,2020-06-25 5:00,20.7,0,2.3,100
112,인천,2020-06-25 6:00,20.8,,3.2,99
112,인천,2020-06-25 7:00,20.7,0,2.8,100
112,인천,2020-06-25 8:00,20.7,0.9,3.5,100
112,인천,2020-06-25 9:00,20,0.9,2.6,100
112,인천,2020-06-25 10:00,20.6,0,3.1,93
112,인천,2020-06-25 11:00,20.4,0,3.3,97
112,인천,2020-06-25 12:00,20.7,,2,93
112,인천,2020-06-25 13:00,20.7,0,3.9,94
112,인천,2020-06-25 14:00,20.7,0,2.6,93
112,인천,2020-06-25 15:00,21.1,0,3.4,88
112,인천,2020-06-25 16:00,21.2,,3,90
112,인천,2020-06-25 17:00,20.6,0.2,3,98
112,인천,2020-06-25 18:00,20.5,0.2,3.6,97
112,인천,2020-06-25 19:00,20.3,0,4.3,95
112,인천,2020-06-25 20:00,19.8,0.3,4,100
112,인천,2020-06-25 21:00,19.6,0.6,3.7,100
112,인천,2020-06-25 22:00,19.5,0.5,4,100
112,인천,2020-06-25 23:00,19.3,0.4,4.3,100
112,인천,2020-06-26 0:00,19.1,1.5,4.1,100
112,인천,2020-06-26 1:00,19,0.7,3.9,100
112,인천,2020-06-26 2:00,19,0.6,4,100
112,인천,2020-06-26 3:00,18.7,0.1,4.9,100
112,인천,2020-06-26 4:00,18.7,0.2,5,100
112,인천,2020-06-26 5:00,18.8,0,4.4,100
112,인천,2020-06-26 6:00,18.8,,3.9,99
112,인천,2020-06-26 7:00,18.8,,4,99
112,인천,2020-06-26 8:00,18.8,,3.1,100
112,인천,2020-06-26 9:00,19.1,,3.3,98
112,인천,2020-06-26 10:00,19.6,,4.4,92
112,인천,2020-06-26 11:00,20.7,,3.3,86
112,인천,2020-06-26 12:00,21.5,,3.8,78
112,인천,2020-06-26 13:00,22.7,,3.4,73
112,인천,2020-06-26 14:00,22.7,,3.8,74
112,인천,2020-06-26 15:00,22.2,,4.5,81
112,인천,2020-06-26 16:00,22.1,,4.1,85
112,인천,2020-06-26 17:00,21.7,,3.5,88
112,인천,2020-06-26 18:00,21.7,,3.6,86
112,인천,2020-06-26 19:00,21.1,,3.2,89
112,인천,2020-06-26 20:00,20.5,,3,90
112,인천,2020-06-26 21:00,20.2,,2.6,90
112,인천,2020-06-26 22:00,20.1,,1.8,91
112,인천,2020-06-26 23:00,20.2,,2.8,84
112,인천,2020-06-27 0:00,20.3,,2.6,80
112,인천,2020-06-27 1:00,20.5,,1.9,80
112,인천,2020-06-27 2:00,20.5,,1.9,81
112,인천,2020-06-27 3:00,20.3,,0.2,81
112,인천,2020-06-27 4:00,20.3,,0.9,83
112,인천,2020-06-27 5:00,20.3,,0.8,85
112,인천,2020-06-27 6:00,20.3,0,1.1,85
112,인천,2020-06-27 7:00,20.3,0,0.1,81
112,인천,2020-06-27 8:00,20.6,,0.5,81
112,인천,2020-06-27 9:00,21.5,,0.7,79
112,인천,2020-06-27 10:00,22.6,,1.1,74
112,인천,2020-06-27 11:00,24.2,,2.6,64
112,인천,2020-06-27 12:00,25.3,,2.2,59
112,인천,2020-06-27 13:00,25.3,,1.6,58
112,인천,2020-06-27 14:00,26,,2.9,59
112,인천,2020-06-27 15:00,25.5,,3.4,60
112,인천,2020-06-27 16:00,25.7,,3.7,59
112,인천,2020-06-27 17:00,25.2,,3.3,64
112,인천,2020-06-27 18:00,24.7,,2.4,67
112,인천,2020-06-27 19:00,23.4,,4.3,78
112,인천,2020-06-27 20:00,22.5,,2.6,89
112,인천,2020-06-27 21:00,21.9,,1.8,92
112,인천,2020-06-27 22:00,21.7,,1.7,96
112,인천,2020-06-27 23:00,21.8,,1.9,94
112,인천,2020-06-28 0:00,21.8,,0.8,91
112,인천,2020-06-28 1:00,21.5,,1.5,93
112,인천,2020-06-28 2:00,21.3,,1.5,96
112,인천,2020-06-28 3:00,21,,1.7,99
112,인천,2020-06-28 4:00,21,,1.2,99
112,인천,2020-06-28 5:00,21,,2.2,98
112,인천,2020-06-28 6:00,21,,2.4,97
112,인천,2020-06-28 7:00,21.1,,2.4,93
112,인천,2020-06-28 8:00,21.4,,3.3,90
112,인천,2020-06-28 9:00,22.8,,2.8,79
112,인천,2020-06-28 10:00,23.8,,3.1,71
112,인천,2020-06-28 11:00,24.8,,2.5,71
112,인천,2020-06-28 12:00,25,,3.2,69
112,인천,2020-06-28 13:00,25.6,,4.1,67
112,인천,2020-06-28 14:00,25.4,,4.4,70
112,인천,2020-06-28 15:00,25.5,,4.7,70
112,인천,2020-06-28 16:00,26.2,,4,63
112,인천,2020-06-28 17:00,26.1,,3.5,64
112,인천,2020-06-28 18:00,25,,3.5,77
112,인천,2020-06-28 19:00,23.6,,2.5,81
112,인천,2020-06-28 20:00,22.4,,3.4,88
112,인천,2020-06-28 21:00,21.8,,2.9,91
112,인천,2020-06-28 22:00,20,,3,96
112,인천,2020-06-28 23:00,20,,1,97
112,인천,2020-06-29 0:00,19.8,,2.5,98
112,인천,2020-06-29 1:00,19,,2.1,99
112,인천,2020-06-29 2:00,18.6,,1,99
112,인천,2020-06-29 3:00,18.7,,1.4,98
112,인천,2020-06-29 4:00,18.7,,2,96
112,인천,2020-06-29 5:00,18.4,,1.3,98
112,인천,2020-06-29 6:00,18.7,,0.9,96
112,인천,2020-06-29 7:00,19.5,,0.9,89
112,인천,2020-06-29 8:00,20.9,,0.6,87
112,인천,2020-06-29 9:00,21.3,,2.5,89
112,인천,2020-06-29 10:00,22.3,,0.8,82
112,인천,2020-06-29 11:00,24,,3,65
112,인천,2020-06-29 12:00,24.7,,2,65
112,인천,2020-06-29 13:00,24.8,,2.5,70
112,인천,2020-06-29 14:00,24.6,0,3.5,70
112,인천,2020-06-29 15:00,24.8,0,2.8,70
112,인천,2020-06-29 16:00,25.2,,3.9,69
112,인천,2020-06-29 17:00,25.3,,3.8,66
112,인천,2020-06-29 18:00,25.1,,3.7,65
112,인천,2020-06-29 19:00,24.8,0,4,69
112,인천,2020-06-29 20:00,23.4,0,4.8,82
112,인천,2020-06-29 21:00,22.2,1.4,3.4,95
112,인천,2020-06-29 22:00,21.7,3.1,4.9,96
112,인천,2020-06-29 23:00,20.6,6.8,8.2,94
112,인천,2020-06-30 0:00,20.1,10.7,6.9,98
112,인천,2020-06-30 1:00,19.6,7.9,5.4,98
112,인천,2020-06-30 2:00,18.9,8.3,5.4,99
112,인천,2020-06-30 3:00,18.8,2.5,5.5,98
112,인천,2020-06-30 4:00,18.6,3.2,4.8,100
112,인천,2020-06-30 5:00,18.7,4.5,4.7,100
112,인천,2020-06-30 6:00,18.7,0.7,4.9,100
112,인천,2020-06-30 7:00,18.5,2.1,5.9,100
112,인천,2020-06-30 8:00,18.6,1.1,5.9,100
112,인천,2020-06-30 9:00,18.6,1.6,6.6,99
112,인천,2020-06-30 10:00,18.7,0.4,5.6,96
112,인천,2020-06-30 11:00,19.6,0,5.8,87
112,인천,2020-06-30 12:00,20.1,0,5.4,84
112,인천,2020-06-30 13:00,20.8,0,6.4,79
112,인천,2020-06-30 14:00,21.4,0,6.7,72
112,인천,2020-06-30 15:00,21.6,0,7.1,68
112,인천,2020-06-30 16:00,21.6,0,7.6,66
112,인천,2020-06-30 17:00,21.7,0,7.1,68
112,인천,2020-06-30 18:00,20.3,0,7.2,84
112,인천,2020-06-30 19:00,19.6,0.1,6.1,86
112,인천,2020-06-30 20:00,18.5,0.1,4.9,93
112,인천,2020-06-30 21:00,18.7,0,2.9,87
112,인천,2020-06-30 22:00,18.7,0,1.9,94
112,인천,2020-06-30 23:00,19,0,2.8,93
112,인천,2020-07-01 0:00,19.3,0,3.9,92
112,인천,2020-07-01 1:00,19.4,0,3.6,86
114,원주,2020-06-01 6:00,17.6,0,1,83
114,원주,2020-06-01 7:00,18,0,1.1,79
114,원주,2020-06-01 8:00,18.3,,1.6,75
114,원주,2020-06-01 9:00,19.1,,2.7,64
114,원주,2020-06-01 10:00,20.6,,2.7,54
114,원주,2020-06-01 11:00,21.6,,2.5,47
114,원주,2020-06-01 12:00,23.5,,2.4,40
114,원주,2020-06-01 13:00,24.1,,3,33
114,원주,2020-06-01 14:00,24.6,,3.6,28
114,원주,2020-06-01 15:00,24.6,,3.1,27
114,원주,2020-06-01 16:00,24.4,,3.2,29
114,원주,2020-06-01 17:00,23.9,,3,29
114,원주,2020-06-01 18:00,23.1,,2.3,32
114,원주,2020-06-01 19:00,21.8,,2.1,34
114,원주,2020-06-01 20:00,20.5,,1.8,35
114,원주,2020-06-01 21:00,19.4,,1.6,38
114,원주,2020-06-01 22:00,18.3,,0.7,43
114,원주,2020-06-01 23:00,18,,0.5,47
114,원주,2020-06-02 0:00,16.2,,0.8,53
114,원주,2020-06-02 1:00,15.9,,0.4,54
114,원주,2020-06-02 2:00,15.2,,0.8,59
114,원주,2020-06-02 3:00,14.7,,1.1,66
114,원주,2020-06-02 4:00,14,,0.4,69
114,원주,2020-06-02 5:00,13.7,,0.3,70
114,원주,2020-06-02 6:00,13.8,,0.5,70
114,원주,2020-06-02 7:00,14.2,,0.3,70
114,원주,2020-06-02 8:00,15.1,,0.5,67
114,원주,2020-06-02 9:00,16.4,,0.8,61
114,원주,2020-06-02 10:00,18.4,,1.1,52
114,원주,2020-06-02 11:00,19.2,,1.4,50
114,원주,2020-06-02 12:00,19.7,,0.9,47
114,원주,2020-06-02 13:00,20.2,,0.6,46
114,원주,2020-06-02 14:00,23.2,0,2.9,25
114,원주,2020-06-02 15:00,24.9,,3.1,20
114,원주,2020-06-02 16:00,24.3,,2.2,20
114,원주,2020-06-02 17:00,23.2,,1.5,26
114,원주,2020-06-02 18:00,22.8,0,1.1,31
114,원주,2020-06-02 19:00,22.4,,1.2,31
114,원주,2020-06-02 20:00,21.9,0,1.2,33
114,원주,2020-06-02 21:00,20.7,0,0.1,44
114,원주,2020-06-02 22:00,20.4,0,1.4,50
114,원주,2020-06-02 23:00,19,0,1.9,65
114,원주,2020-06-03 0:00,18.7,0,1.1,73
114,원주,2020-06-03 1:00,17.5,0,1,86
114,원주,2020-06-03 2:00,17.1,0.5,0.4,90
114,원주,2020-06-03 3:00,17.1,0.2,0.1,91
114,원주,2020-06-03 4:00,17.1,0.2,0.2,91
114,원주,2020-06-03 5:00,17.3,0.1,0.2,91
114,원주,2020-06-03 6:00,17.4,0.1,0.7,91
114,원주,2020-06-03 7:00,17.8,0,0.9,89
114,원주,2020-06-03 8:00,19.2,0,0.4,82
114,원주,2020-06-03 9:00,20.7,,0.6,68
114,원주,2020-06-03 10:00,20.8,,0.6,67
114,원주,2020-06-03 11:00,22.7,,1.3,61
114,원주,2020-06-03 12:00,22.9,,1.6,56
114,원주,2020-06-03 13:00,25.1,,1.1,50
114,원주,2020-06-03 14:00,26,,0.9,45
114,원주,2020-06-03 15:00,26.2,,1.4,44
114,원주,2020-06-03 16:00,26.8,,1.7,44
114,원주,2020-06-03 17:00,27.5,,1.6,43
114,원주,2020-06-03 18:00,26.5,,2.6,47
114,원주,2020-06-03 19:00,25.7,,1.9,50
114,원주,2020-06-03 20:00,24.7,,1.3,52
114,원주,2020-06-03 21:00,22.9,,0.2,60
114,원주,2020-06-03 22:00,23.1,,1.2,66
114,원주,2020-06-03 23:00,22.4,,0.9,71
114,원주,2020-06-04 0:00,21.4,,1,76
114,원주,2020-06-04 1:00,21.4,,0.6,75
114,원주,2020-06-04 2:00,20.9,,1.2,76
114,원주,2020-06-04 3:00,20,,0.6,78
114,원주,2020-06-04 4:00,20.2,,0.5,75
114,원주,2020-06-04 5:00,20.2,,0.2,75
114,원주,2020-06-04 6:00,20.6,,0.1,74
114,원주,2020-06-04 7:00,21.5,,0.2,72
114,원주,2020-06-04 8:00,22.4,,1.3,69
114,원주,2020-06-04 9:00,23.8,,1.7,60
114,원주,2020-06-04 10:00,25,,2.4,54
114,원주,2020-06-04 11:00,25.5,,2.6,50
114,원주,2020-06-04 12:00,26.5,,1.9,46
114,원주,2020-06-04 13:00,28.2,,2.4,40
114,원주,2020-06-04 14:00,28.9,,2.4,39
114,원주,2020-06-04 15:00,29.6,,2.5,32
114,원주,2020-06-04 16:00,29.4,,3.4,31
114,원주,2020-06-04 17:00,28.5,,2.9,35
114,원주,2020-06-04 18:00,28,,1.8,42
114,원주,2020-06-04 19:00,26.6,,1.8,54
114,원주,2020-06-04 20:00,25.5,,1.5,61
114,원주,2020-06-04 21:00,24.9,,1.1,66
114,원주,2020-06-04 22:00,24.2,,1.4,68
114,원주,2020-06-04 23:00,23,,2.1,72
114,원주,2020-06-05 0:00,22.6,,1.3,74
114,원주,2020-06-05 1:00,22.4,,1.6,75
114,원주,2020-06-05 2:00,21.7,,1.2,78
114,원주,2020-06-05 3:00,21.5,,1,76
114,원주,2020-06-05 4:00,21.2,,0.6,76
114,원주,2020-06-05 5:00,21,,0.4,77
114,원주,2020-06-05 6:00,21,,0.8,77
114,원주,2020-06-05 7:00,21.3,,0.9,75
114,원주,2020-06-05 8:00,22,,1.2,68
114,원주,2020-06-05 9:00,23.3,,1.5,63
114,원주,2020-06-05 10:00,23.7,,1.1,59
114,원주,2020-06-05 11:00,25.3,,1.5,51
114,원주,2020-06-05 12:00,26.4,,1.9,45
114,원주,2020-06-05 13:00,27.2,,1.4,39
114,원주,2020-06-05 14:00,27.2,,1.5,32
114,원주,2020-06-05 15:00,28.8,,1.9,29
114,원주,2020-06-05 16:00,28.5,,3,26
114,원주,2020-06-05 17:00,28.3,,2.4,32
114,원주,2020-06-05 18:00,27.4,,1.9,36
114,원주,2020-06-05 19:00,26.8,,0.7,39
114,원주,2020-06-05 20:00,25.7,,0.6,44
114,원주,2020-06-05 21:00,23.1,,0.8,53
114,원주,2020-06-05 22:00,22.5,,0,54
114,원주,2020-06-05 23:00,21.7,,0.6,58
114,원주,2020-06-06 0:00,20.9,,0.6,62
114,원주,2020-06-06 1:00,20.4,,0.6,70
114,원주,2020-06-06 2:00,19.9,,0.6,72
114,원주,2020-06-06 3:00,19.3,,0.5,74
114,원주,2020-06-06 4:00,18.7,,0,77
114,원주,2020-06-06 5:00,18.2,,0.2,78
114,원주,2020-06-06 6:00,18.7,,0.4,75
114,원주,2020-06-06 7:00,19.2,,0.8,72
114,원주,2020-06-06 8:00,20.8,,1.1,65
114,원주,2020-06-06 9:00,22.8,,1.3,56
114,원주,2020-06-06 10:00,25.7,,1.8,49
114,원주,2020-06-06 11:00,27.4,,2,42
114,원주,2020-06-06 12:00,28,,2,36
114,원주,2020-06-06 13:00,29.1,,1.5,31
114,원주,2020-06-06 14:00,29.4,,1.7,32
114,원주,2020-06-06 15:00,29,,1.2,32
114,원주,2020-06-06 16:00,29.6,0,1.2,35
114,원주,2020-06-06 17:00,29,,2.1,35
114,원주,2020-06-06 18:00,28.5,,2.2,37
114,원주,2020-06-06 19:00,27.9,,2.3,40
114,원주,2020-06-06 20:00,26.7,,1.9,39
114,원주,2020-06-06 21:00,25.6,,2.7,38
114,원주,2020-06-06 22:00,24.7,,1.6,37
114,원주,2020-06-06 23:00,23.9,,2.3,38
114,원주,2020-06-07 0:00,22.9,,1.7,40
114,원주,2020-06-07 1:00,22.4,,1.7,40
114,원주,2020-06-07 2:00,21,,0.2,49
114,원주,2020-06-07 3:00,20.9,,0.5,44
114,원주,2020-06-07 4:00,20.7,,0.3,46
114,원주,2020-06-07 5:00,20.3,,0.9,59
114,원주,2020-06-07 6:00,20.4,,0.5,56
114,원주,2020-06-07 7:00,21.2,,1.2,42
114,원주,2020-06-07 8:00,21.1,,1,55
114,원주,2020-06-07 9:00,22.7,,0.4,47
114,원주,2020-06-07 10:00,25,,1.4,40
114,원주,2020-06-07 11:00,25.4,,2.1,44
114,원주,2020-06-07 12:00,25.1,,2.1,41
114,원주,2020-06-07 13:00,25.9,,1.1,42
114,원주,2020-06-07 14:00,27.6,,1,42
114,원주,2020-06-07 15:00,27.9,,2.2,43
114,원주,2020-06-07 16:00,28.1,,2.1,42
114,원주,2020-06-07 17:00,28.1,,2.1,41
114,원주,2020-06-07 18:00,27.6,,1.3,46
114,원주,2020-06-07 19:00,26.9,,1.2,47
114,원주,2020-06-07 20:00,25.8,,1.1,53
114,원주,2020-06-07 21:00,24.4,,0.6,57
114,원주,2020-06-07 22:00,22.8,,0.6,63
114,원주,2020-06-07 23:00,22.6,,0.5,65
114,원주,2020-06-08 0:00,21.8,,0.4,68
114,원주,2020-06-08 1:00,21,,0.4,71
114,원주,2020-06-08 2:00,20.8,,0.1,73
114,원주,2020-06-08 3:00,21,,0.2,72
114,원주,2020-06-08 4:00,21.2,,0.1,73
114,원주,2020-06-08 5:00,20.6,,1.3,77
114,원주,2020-06-08 6:00,19.9,,1.1,80
114,원주,2020-06-08 7:00,20.3,,1.3,79
114,원주,2020-06-08 8:00,21.5,,0.4,74
114,원주,2020-06-08 9:00,23.3,,0.6,65
114,원주,2020-06-08 10:00,24.8,,1.1,55
114,원주,2020-06-08 11:00,27.1,,1.8,53
114,원주,2020-06-08 12:00,28.1,,1.1,47
114,원주,2020-06-08 13:00,29.6,,1.7,44
114,원주,2020-06-08 14:00,30.4,,2.3,43
114,원주,2020-06-08 15:00,30.5,,1.2,40
114,원주,2020-06-08 16:00,30.8,,1.7,39
114,원주,2020-06-08 17:00,30.5,,1.8,39
114,원주,2020-06-08 18:00,30,,1.3,42
114,원주,2020-06-08 19:00,29.2,,1.3,46
114,원주,2020-06-08 20:00,28.2,,1.3,51
114,원주,2020-06-08 21:00,26.9,,0.8,57
114,원주,2020-06-08 22:00,26.3,,0.6,57
114,원주,2020-06-08 23:00,24.8,,0.3,61
114,원주,2020-06-09 0:00,23.7,,0.6,66
114,원주,2020-06-09 1:00,23,,0.1,68
114,원주,2020-06-09 2:00,22.3,,0.8,70
114,원주,2020-06-09 3:00,21.4,,0.9,78
114,원주,2020-06-09 4:00,21,,0.1,80
114,원주,2020-06-09 5:00,20.5,,0,79
114,원주,2020-06-09 6:00,20.5,,0.2,76
114,원주,2020-06-09 7:00,21.3,,1.1,78
114,원주,2020-06-09 8:00,23.7,,0.2,63
114,원주,2020-06-09 9:00,25.7,,0.6,55
114,원주,2020-06-09 10:00,28.1,,1.3,43
114,원주,2020-06-09 11:00,29.7,,0.8,37
114,원주,2020-06-09 12:00,30.1,,0.8,35
114,원주,2020-06-09 13:00,32.1,,1.3,32
114,원주,2020-06-09 14:00,33.1,,1.5,32
114,원주,2020-06-09 15:00,33.2,,1.6,26
114,원주,2020-06-09 16:00,32.5,,2.1,27
114,원주,2020-06-09 17:00,32,,1.8,32
114,원주,2020-06-09 18:00,31.5,,1.4,35
114,원주,2020-06-09 19:00,30.9,,1.4,36
114,원주,2020-06-09 20:00,29.6,,1.4,37
114,원주,2020-06-09 21:00,28.1,,0.7,43
114,원주,2020-06-09 22:00,26.3,,0.1,50
114,원주,2020-06-09 23:00,25.5,,0.2,52
114,원주,2020-06-10 0:00,24.7,,0.6,54
114,원주,2020-06-10 1:00,24.1,,0,56
114,원주,2020-06-10 2:00,23.1,,0,66
114,원주,2020-06-10 3:00,22.7,,0.3,60
114,원주,2020-06-10 4:00,22.2,,0.7,68
114,원주,2020-06-10 5:00,21.7,,0.2,68
114,원주,2020-06-10 6:00,21.2,,0,69
114,원주,2020-06-10 7:00,21.5,,1.2,72
114,원주,2020-06-10 8:00,23.5,,0.7,62
114,원주,2020-06-10 9:00,25.6,,1,51
114,원주,2020-06-10 10:00,28,,0.8,43
114,원주,2020-06-10 11:00,30.3,,1.2,37
114,원주,2020-06-10 12:00,30.1,,1.3,34
114,원주,2020-06-10 13:00,31.1,,1.4,38
114,원주,2020-06-10 14:00,31.5,,1.6,35
114,원주,2020-06-10 15:00,32.1,,2,32
114,원주,2020-06-10 16:00,32,,1.9,33
114,원주,2020-06-10 17:00,30.9,,2.2,36
114,원주,2020-06-10 18:00,30.2,,1.1,38
114,원주,2020-06-10 19:00,29.9,0,1,39
114,원주,2020-06-10 20:00,27.9,0,0.8,53
114,원주,2020-06-10 21:00,23.8,0.5,2.3,78
114,원주,2020-06-10 22:00,22.8,3.7,1.1,87
114,원주,2020-06-10 23:00,22.5,2.5,0.3,87
114,원주,2020-06-11 0:00,22.5,1.2,0.4,89
114,원주,2020-06-11 1:00,22.2,1.2,0.4,89
114,원주,2020-06-11 2:00,22.2,0.1,1.7,89
114,원주,2020-06-11 3:00,22.1,,0.3,88
114,원주,2020-06-11 4:00,22.3,,0.1,88
114,원주,2020-06-11 5:00,22.1,,0.7,86
114,원주,2020-06-11 6:00,21.8,,0.6,83
114,원주,2020-06-11 7:00,22.2,0,0.6,83
114,원주,2020-06-11 8:00,23.3,,1.1,79
114,원주,2020-06-11 9:00,25.1,,0.8,69
114,원주,2020-06-11 10:00,26.5,,1.7,61
114,원주,2020-06-11 11:00,27.9,,1.1,56
114,원주,2020-06-11 12:00,28.7,,1.4,50
114,원주,2020-06-11 13:00,30.2,,1.4,45
114,원주,2020-06-11 14:00,29.6,,1.1,44
114,원주,2020-06-11 15:00,31.4,,2,41
114,원주,2020-06-11 16:00,31.1,,1.2,38
114,원주,2020-06-11 17:00,30.9,,1.7,40
114,원주,2020-06-11 18:00,30.8,,2,38
114,원주,2020-06-11 19:00,30,,1.3,36
114,원주,2020-06-11 20:00,27.9,,1.3,51
114,원주,2020-06-11 21:00,26.7,,1.3,65
114,원주,2020-06-11 22:00,26.1,,1.5,67
114,원주,2020-06-11 23:00,25.5,,0.9,67
114,원주,2020-06-12 0:00,24.4,,0.1,69
114,원주,2020-06-12 1:00,23.9,,0.4,70
114,원주,2020-06-12 2:00,23.5,,0.8,71
114,원주,2020-06-12 3:00,23,,0.4,68
114,원주,2020-06-12 4:00,22.4,,0.3,80
114,원주,2020-06-12 5:00,21.7,,0.2,82
114,원주,2020-06-12 6:00,21.7,,0.3,82
114,원주,2020-06-12 7:00,21.9,,0.1,80
114,원주,2020-06-12 8:00,23.2,,0.3,73
114,원주,2020-06-12 9:00,24.5,,0.7,68
114,원주,2020-06-12 10:00,25,,0.5,65
114,원주,2020-06-12 11:00,25.8,,0.5,62
114,원주,2020-06-12 12:00,26.4,,0.3,60
114,원주,2020-06-12 13:00,26.9,,1.3,60
114,원주,2020-06-12 14:00,27.1,,1.3,50
114,원주,2020-06-12 15:00,27.2,,1.4,54
114,원주,2020-06-12 16:00,26.6,,1.1,55
114,원주,2020-06-12 17:00,26.2,,1.3,58
114,원주,2020-06-12 18:00,26,0,0.8,58
114,원주,2020-06-12 19:00,25.5,0,1.2,67
114,원주,2020-06-12 20:00,24.2,0,0.8,74
114,원주,2020-06-12 21:00,23.9,,0.7,76
114,원주,2020-06-12 22:00,23.8,0,0,73
114,원주,2020-06-12 23:00,23.2,,0.7,75
114,원주,2020-06-13 0:00,22.9,,0.7,72
114,원주,2020-06-13 1:00,22.7,,0.5,76
114,원주,2020-06-13 2:00,21.7,,0.8,78
114,원주,2020-06-13 3:00,21.4,,0.4,79
114,원주,2020-06-13 4:00,21.2,,1.4,79
114,원주,2020-06-13 5:00,20.7,,0.3,81
114,원주,2020-06-13 6:00,20.9,,0.1,79
114,원주,2020-06-13 7:00,21.3,,0.8,74
