지점,지점명,일시,기온,강수량,풍속,습도
99,파주,2020-06-01 6:00,16.6,,2.2,93
99,파주,2020-06-01 7:00,17.2,,1,88
99,파주,2020-06-01 8:00,18.3,,2.5,81
99,파주,2020-06-01 9:00,19.6,,2.3,74
99,파주,2020-06-01 10:00,21.2,,2.6,61
99,파주,2020-06-01 11:00,22.2,,3.2,54
99,파주,2020-06-01 12:00,22.6,,3.5,53
99,파주,2020-06-01 13:00,24.2,,4,49
99,파주,2020-06-01 14:00,24.3,,4.7,46
99,파주,2020-06-01 15:00,24,,5,42
99,파주,2020-06-01 16:00,23.9,,4.8,44
99,파주,2020-06-01 17:00,23.7,,3.4,46
99,파주,2020-06-01 18:00,22.3,,3.8,50
99,파주,2020-06-01 19:00,21,,2.2,56
99,파주,2020-06-01 20:00,18.1,,1.6,72
99,파주,2020-06-01 21:00,16.7,,1.2,76
99,파주,2020-06-01 22:00,15.7,,0.7,79
99,파주,2020-06-01 23:00,15.3,,2,80
99,파주,2020-06-02 0:00,14.3,,1.4,87
99,파주,2020-06-02 1:00,14,,0.7,91
99,파주,2020-06-02 2:00,13.9,,1,93
99,파주,2020-06-02 3:00,14,,0.9,93
99,파주,2020-06-02 4:00,13.1,,0,97
99,파주,2020-06-02 5:00,12.5,,0.1,98
99,파주,2020-06-02 6:00,13.1,,0.3,99
99,파주,2020-06-02 7:00,13.8,,0.4,98
99,파주,2020-06-02 8:00,14.6,,0.9,94
99,파주,2020-06-02 9:00,14.8,,0.5,93
99,파주,2020-06-02 10:00,14.3,1.1,2.3,97
99,파주,2020-06-02 11:00,14.2,3.5,6.7,94
99,파주,2020-06-02 12:00,16.4,0.3,1.3,79
99,파주,2020-06-02 13:00,20.4,,2.2,62
99,파주,2020-06-02 14:00,22.7,,2,55
99,파주,2020-06-02 15:00,20.7,,1.6,56
99,파주,2020-06-02 16:00,20.1,,1.1,57
99,파주,2020-06-02 17:00,19.2,,0.2,70
99,파주,2020-06-02 18:00,18.7,,1.3,68
99,파주,2020-06-02 19:00,18.2,,1.2,71
99,파주,2020-06-02 20:00,17.4,,0.1,79
99,파주,2020-06-02 21:00,17.3,,0.4,80
99,파주,2020-06-02 22:00,17.3,,0.9,82
99,파주,2020-06-02 23:00,17.3,,0.2,82
99,파주,2020-06-03 0:00,17.2,,0.6,87
99,파주,2020-06-03 1:00,17.1,,0.8,93
99,파주,2020-06-03 2:00,17.1,,1.9,93
99,파주,2020-06-03 3:00,17.1,,1,94
99,파주,2020-06-03 4:00,17,,0.5,95
99,파주,2020-06-03 5:00,17.1,,0,96
99,파주,2020-06-03 6:00,17.2,,0.7,97
99,파주,2020-06-03 7:00,17.7,,0.6,95
99,파주,2020-06-03 8:00,19.9,,0.7,84
99,파주,2020-06-03 9:00,20.1,,1.4,81
99,파주,2020-06-03 10:00,21,,1.1,78
99,파주,2020-06-03 11:00,22.8,,0.9,70
99,파주,2020-06-03 12:00,23.7,,1.2,67
99,파주,2020-06-03 13:00,25.2,,2.4,65
99,파주,2020-06-03 14:00,26.1,,2.3,60
99,파주,2020-06-03 15:00,26.3,,2.9,59
99,파주,2020-06-03 16:00,26.3,,4,60
99,파주,2020-06-03 17:00,25.2,,4.3,60
99,파주,2020-06-03 18:00,23.6,,4.3,71
99,파주,2020-06-03 19:00,21.5,,2.8,81
99,파주,2020-06-03 20:00,19.2,,3,91
99,파주,2020-06-03 21:00,19.2,,2.2,91
99,파주,2020-06-03 22:00,19.2,,2.2,89
99,파주,2020-06-03 23:00,19,,1.1,89
99,파주,2020-06-04 0:00,18.2,,1.6,89
99,파주,2020-06-04 1:00,18.8,,0.7,88
99,파주,2020-06-04 2:00,19.1,,0.5,90
99,파주,2020-06-04 3:00,19,,0.1,92
99,파주,2020-06-04 4:00,19.2,,1.5,96
99,파주,2020-06-04 5:00,18.8,,2.7,97
99,파주,2020-06-04 6:00,18.7,,2.2,99
99,파주,2020-06-04 7:00,18.7,,2.5,98
99,파주,2020-06-04 8:00,18.7,,1.8,96
99,파주,2020-06-04 9:00,19.1,,1.6,95
99,파주,2020-06-04 10:00,19,,2.1,97
99,파주,2020-06-04 11:00,20.3,,1.8,91
99,파주,2020-06-04 12:00,22.7,,2.3,78
99,파주,2020-06-04 13:00,23.3,,2.9,78
99,파주,2020-06-04 14:00,22.5,,2.6,75
99,파주,2020-06-04 15:00,21.8,,2,78
99,파주,2020-06-04 16:00,22.3,,1.7,78
99,파주,2020-06-04 17:00,21.5,,2.4,85
99,파주,2020-06-04 18:00,20.6,,1.7,88
99,파주,2020-06-04 19:00,20,,1.6,91
99,파주,2020-06-04 20:00,19.3,,1.3,94
99,파주,2020-06-04 21:00,19.1,,0.4,95
99,파주,2020-06-04 22:00,18.5,,0.5,99
99,파주,2020-06-04 23:00,18.5,,0.3,98
99,파주,2020-06-05 0:00,18.3,,0,97
99,파주,2020-06-05 1:00,17.4,,0.1,98
99,파주,2020-06-05 2:00,18,,0,99
99,파주,2020-06-05 3:00,17.6,,0,99
99,파주,2020-06-05 4:00,17.5,,1,100
99,파주,2020-06-05 5:00,17.1,,0,100
99,파주,2020-06-05 6:00,17.5,,0,99
99,파주,2020-06-05 7:00,18.2,,0.6,94
99,파주,2020-06-05 8:00,19.3,,0.2,89
99,파주,2020-06-05 9:00,20.3,,1.3,81
99,파주,2020-06-05 10:00,22,,1.4,76
99,파주,2020-06-05 11:00,23,,1,70
99,파주,2020-06-05 12:00,23.9,,1.4,68
99,파주,2020-06-05 13:00,25.6,,1.1,58
99,파주,2020-06-05 14:00,25.9,,1.8,56
99,파주,2020-06-05 15:00,27.2,,1.4,52
99,파주,2020-06-05 16:00,27.3,,1.2,52
99,파주,2020-06-05 17:00,27.2,,0.8,53
99,파주,2020-06-05 18:00,26.6,,1.5,60
99,파주,2020-06-05 19:00,23.7,,2.8,71
99,파주,2020-06-05 20:00,21.6,,0.9,78
99,파주,2020-06-05 21:00,19.9,,0.4,80
99,파주,2020-06-05 22:00,18.9,,0.9,89
99,파주,2020-06-05 23:00,17.3,,0.4,93
99,파주,2020-06-06 0:00,17.3,,0.2,97
99,파주,2020-06-06 1:00,16.5,,0.1,98
99,파주,2020-06-06 2:00,16.3,,0,99
99,파주,2020-06-06 3:00,16.4,,0,100
99,파주,2020-06-06 4:00,16.2,,0,100
99,파주,2020-06-06 5:00,16.2,,1.4,100
99,파주,2020-06-06 6:00,16.6,,0.8,99
99,파주,2020-06-06 7:00,17.7,,0.4,94
99,파주,2020-06-06 8:00,19.6,,1.8,80
99,파주,2020-06-06 9:00,21.8,,1.6,78
99,파주,2020-06-06 10:00,24,,1.7,71
99,파주,2020-06-06 11:00,25.9,,1.3,63
99,파주,2020-06-06 12:00,26.7,,1.1,61
99,파주,2020-06-06 13:00,27.7,,1.3,62
99,파주,2020-06-06 14:00,27.7,,2,58
99,파주,2020-06-06 15:00,29,,1.5,57
99,파주,2020-06-06 16:00,29.2,,1.5,50
99,파주,2020-06-06 17:00,28.7,,1.8,51
99,파주,2020-06-06 18:00,27.2,,2.8,58
99,파주,2020-06-06 19:00,25.8,,1,63
99,파주,2020-06-06 20:00,23.1,,0.1,77
99,파주,2020-06-06 21:00,22,,0.5,84
99,파주,2020-06-06 22:00,20.5,,0,89
99,파주,2020-06-06 23:00,20.1,,0.9,93
99,파주,2020-06-07 0:00,20.5,,2.8,86
99,파주,2020-06-07 1:00,19.3,,1.5,88
99,파주,2020-06-07 2:00,19.3,,1.8,86
99,파주,2020-06-07 3:00,18.3,,1.3,88
99,파주,2020-06-07 4:00,17.5,,1,92
99,파주,2020-06-07 5:00,17.7,,0.6,93
99,파주,2020-06-07 6:00,18.1,,1.7,89
99,파주,2020-06-07 7:00,18.5,,1.2,88
99,파주,2020-06-07 8:00,19.2,,1.7,84
99,파주,2020-06-07 9:00,19.1,,1.5,86
99,파주,2020-06-07 10:00,22.2,,1.4,75
99,파주,2020-06-07 11:00,22.9,,1.9,70
99,파주,2020-06-07 12:00,23.4,,1.8,66
99,파주,2020-06-07 13:00,24.7,,1.6,63
99,파주,2020-06-07 14:00,25.9,,1.5,61
99,파주,2020-06-07 15:00,26.3,,1.8,57
99,파주,2020-06-07 16:00,26.8,,2.9,58
99,파주,2020-06-07 17:00,25.6,,2.5,67
99,파주,2020-06-07 18:00,24,,2.3,70
99,파주,2020-06-07 19:00,22.6,,1.7,78
99,파주,2020-06-07 20:00,21,,0.7,86
99,파주,2020-06-07 21:00,19.3,,0.1,95
99,파주,2020-06-07 22:00,18.6,,0,96
99,파주,2020-06-07 23:00,18.6,,1,98
99,파주,2020-06-08 0:00,18.7,,1.7,96
99,파주,2020-06-08 1:00,18.3,,2.1,96
99,파주,2020-06-08 2:00,18.2,,0,96
99,파주,2020-06-08 3:00,18.2,,0.9,98
99,파주,2020-06-08 4:00,18.7,,0.6,97
99,파주,2020-06-08 5:00,18.7,,0.8,98
99,파주,2020-06-08 6:00,18.8,,0.1,97
99,파주,2020-06-08 7:00,19.7,,0.5,94
99,파주,2020-06-08 8:00,20.7,,0.2,90
99,파주,2020-06-08 9:00,21.9,,0.4,84
99,파주,2020-06-08 10:00,23.8,,1.2,72
99,파주,2020-06-08 11:00,24.9,,1.2,69
99,파주,2020-06-08 12:00,26.4,,1.3,63
99,파주,2020-06-08 13:00,27.6,,1.7,57
99,파주,2020-06-08 14:00,28.6,,2,52
99,파주,2020-06-08 15:00,29.2,,1.7,58
99,파주,2020-06-08 16:00,28.8,,2.4,58
99,파주,2020-06-08 17:00,28,,1.7,58
99,파주,2020-06-08 18:00,26,,2.6,63
99,파주,2020-06-08 19:00,24,,2.6,65
99,파주,2020-06-08 20:00,22.4,,1,68
99,파주,2020-06-08 21:00,20.2,,0,80
99,파주,2020-06-08 22:00,20.2,,0.1,82
99,파주,2020-06-08 23:00,19.2,,0.5,88
99,파주,2020-06-09 0:00,18.6,,0,89
99,파주,2020-06-09 1:00,17.7,,0,94
99,파주,2020-06-09 2:00,17.7,,0,96
99,파주,2020-06-09 3:00,17,,0,98
99,파주,2020-06-09 4:00,17,,0.5,99
99,파주,2020-06-09 5:00,16.7,,0,99
99,파주,2020-06-09 6:00,17.1,,0,100
99,파주,2020-06-09 7:00,19.2,,0,91
99,파주,2020-06-09 8:00,21.2,,0.4,85
99,파주,2020-06-09 9:00,23.3,,0.2,73
99,파주,2020-06-09 10:00,25.7,,1,67
99,파주,2020-06-09 11:00,27.8,,0.9,62
99,파주,2020-06-09 12:00,29,,1.4,49
99,파주,2020-06-09 13:00,30,,1.7,49
99,파주,2020-06-09 14:00,31.3,,1.5,53
99,파주,2020-06-09 15:00,30.4,,2.7,39
99,파주,2020-06-09 16:00,29.8,,2.7,51
99,파주,2020-06-09 17:00,30.2,,2.4,46
99,파주,2020-06-09 18:00,29.2,,1.4,48
99,파주,2020-06-09 19:00,27.4,,1.6,56
99,파주,2020-06-09 20:00,25.2,,1.6,59
99,파주,2020-06-09 21:00,23.6,,0.5,63
99,파주,2020-06-09 22:00,21.7,,0.2,75
99,파주,2020-06-09 23:00,20.6,,0.2,80
99,파주,2020-06-10 0:00,20,,0,81
99,파주,2020-06-10 1:00,19.2,,0,85
99,파주,2020-06-10 2:00,19,,0.4,89
99,파주,2020-06-10 3:00,19,,0,88
99,파주,2020-06-10 4:00,18.6,,0,91
99,파주,2020-06-10 5:00,17.8,,0,93
99,파주,2020-06-10 6:00,18.7,,0,94
99,파주,2020-06-10 7:00,19.7,,0.9,90
99,파주,2020-06-10 8:00,22.2,,1,81
99,파주,2020-06-10 9:00,23.7,,1.7,75
99,파주,2020-06-10 10:00,26.3,,1.2,66
99,파주,2020-06-10 11:00,27,,1.2,60
99,파주,2020-06-10 12:00,28.1,,1.6,55
99,파주,2020-06-10 13:00,28.3,,1.4,56
99,파주,2020-06-10 14:00,29,,1.6,55
99,파주,2020-06-10 15:00,28.9,,1.7,55
99,파주,2020-06-10 16:00,27.1,,2.1,62
99,파주,2020-06-10 17:00,25.7,0,2,70
99,파주,2020-06-10 18:00,25.1,0,1.2,75
99,파주,2020-06-10 19:00,24.3,0,0.9,79
99,파주,2020-06-10 20:00,23.4,,0.8,85
99,파주,2020-06-10 21:00,22.2,0.4,1.6,90
99,파주,2020-06-10 22:00,21.3,0.9,0.2,96
99,파주,2020-06-10 23:00,21.2,0.3,1.2,98
99,파주,2020-06-11 0:00,21,0.3,0.9,99
99,파주,2020-06-11 1:00,20.9,,1,99
99,파주,2020-06-11 2:00,20.7,,0,99
99,파주,2020-06-11 3:00,20.7,,1.4,100
99,파주,2020-06-11 4:00,20.7,,0.5,100
99,파주,2020-06-11 5:00,20.7,,1.2,99
99,파주,2020-06-11 6:00,20.7,,0.1,99
99,파주,2020-06-11 7:00,21.5,,0.7,97
99,파주,2020-06-11 8:00,22.6,,1.6,91
99,파주,2020-06-11 9:00,24.5,,1.5,83
99,파주,2020-06-11 10:00,26,,2.4,75
99,파주,2020-06-11 11:00,27.2,,1.9,69
99,파주,2020-06-11 12:00,28.3,,1.5,63
99,파주,2020-06-11 13:00,28.6,,1.2,53
99,파주,2020-06-11 14:00,30.5,,1.7,55
99,파주,2020-06-11 15:00,30.8,,2.6,60
99,파주,2020-06-11 16:00,30.5,,1.7,53
99,파주,2020-06-11 17:00,30.5,,1.9,48
99,파주,2020-06-11 18:00,29.6,,2.5,48
99,파주,2020-06-11 19:00,28.1,,1.4,56
99,파주,2020-06-11 20:00,26.3,,0.7,71
99,파주,2020-06-11 21:00,24.5,,0.1,77
99,파주,2020-06-11 22:00,23.7,,0.8,83
99,파주,2020-06-11 23:00,22.8,,0.8,88
99,파주,2020-06-12 0:00,21.3,,0,93
99,파주,2020-06-12 1:00,21.3,,0.5,94
99,파주,2020-06-12 2:00,20,,0.2,97
99,파주,2020-06-12 3:00,19.2,,0.4,98
99,파주,2020-06-12 4:00,18.6,,0.5,99
99,파주,2020-06-12 5:00,18.7,,0,100
99,파주,2020-06-12 6:00,18.7,,0,100
99,파주,2020-06-12 7:00,19.7,,0,100
99,파주,2020-06-12 8:00,21.5,,0,94
99,파주,2020-06-12 9:00,23,,0.5,86
99,파주,2020-06-12 10:00,25,,0.5,78
99,파주,2020-06-12 11:00,24.9,,0.7,80
99,파주,2020-06-12 12:00,25,,1.9,76
99,파주,2020-06-12 13:00,25.7,,1.1,75
99,파주,2020-06-12 14:00,25.8,,1.4,68
99,파주,2020-06-12 15:00,26.2,,1,67
99,파주,2020-06-12 16:00,26.9,,1.3,62
99,파주,2020-06-12 17:00,26.8,,1.6,54
99,파주,2020-06-12 18:00,26.1,,0.7,68
99,파주,2020-06-12 19:00,24.3,,1.3,72
99,파주,2020-06-12 20:00,22.7,,1,80
99,파주,2020-06-12 21:00,22,,0.2,87
99,파주,2020-06-12 22:00,21.2,,1.2,89
99,파주,2020-06-12 23:00,20.2,,0.1,95
99,파주,2020-06-13 0:00,19.3,,0,97
99,파주,2020-06-13 1:00,18.2,,0,98
99,파주,2020-06-13 2:00,18.5,,0.4,99
99,파주,2020-06-13 3:00,17.8,,0,99
99,파주,2020-06-13 4:00,17.6,,1.3,99
99,파주,2020-06-13 5:00,16.7,,0,99
99,파주,2020-06-13 6:00,16.6,,0.4,100
99,파주,2020-06-13 7:00,17.4,,0.7,100
99,파주,2020-06-13 8:00,19.1,,0.5,100
99,파주,2020-06-13 9:00,22.5,,0.5,83
99,파주,2020-06-13 10:00,26.2,,0.6,62
99,파주,2020-06-13 11:00,27.8,,1.2,48
99,파주,2020-06-13 12:00,28.6,,0.5,32
99,파주,2020-06-13 13:00,30.4,,1.7,33
99,파주,2020-06-13 14:00,30.8,,1.3,32
99,파주,2020-06-13 15:00,31.8,,0.9,33
99,파주,2020-06-13 16:00,31.8,,1.8,33
99,파주,2020-06-13 17:00,30.7,,2,40
99,파주,2020-06-13 18:00,28.5,,2.1,45
99,파주,2020-06-13 19:00,26.7,,0.7,51
99,파주,2020-06-13 20:00,24.8,,0.9,59
99,파주,2020-06-13 21:00,23.8,,1,63
99,파주,2020-06-13 22:00,24.2,,1.1,66
99,파주,2020-06-13 23:00,24,,1.1,72
99,파주,2020-06-14 0:00,23.5,,0.1,74
99,파주,2020-06-14 1:00,23.2,,0.8,71
99,파주,2020-06-14 2:00,23.6,,1.5,69
99,파주,2020-06-14 3:00,22.6,,1,83
99,파주,2020-06-14 4:00,22.3,,0.3,83
99,파주,2020-06-14 5:00,21.8,,0.7,88
99,파주,2020-06-14 6:00,21.7,,0.7,89
99,파주,2020-06-14 7:00,22.2,,1.4,79
99,파주,2020-06-14 8:00,22.6,,0.8,75
99,파주,2020-06-14 9:00,23,,1.1,73
99,파주,2020-06-14 10:00,24.3,,1.4,75
99,파주,2020-06-14 11:00,26.3,,2.2,63
99,파주,2020-06-14 12:00,27.8,,2.2,55
99,파주,2020-06-14 13:00,28.6,,2.3,55
99,파주,2020-06-14 14:00,28.5,,2.9,52
99,파주,2020-06-14 15:00,28.7,,4.1,53
99,파주,2020-06-14 16:00,28.2,,4.7,56
99,파주,2020-06-14 17:00,28.1,,4.7,62
99,파주,2020-06-14 18:00,26.5,,4.8,63
99,파주,2020-06-14 19:00,24.5,,3.6,71
99,파주,2020-06-14 20:00,22.1,,1.2,82
99,파주,2020-06-14 21:00,21.2,,1.6,84
99,파주,2020-06-14 22:00,20,,0.7,88
99,파주,2020-06-14 23:00,19.7,,0.4,90
99,파주,2020-06-15 0:00,18.7,,1.6,93
99,파주,2020-06-15 1:00,18.2,,0.8,93
99,파주,2020-06-15 2:00,17.4,,1,96
99,파주,2020-06-15 3:00,17.8,,1,95
99,파주,2020-06-15 4:00,17.1,,1.3,97
99,파주,2020-06-15 5:00,16.8,,1,97
99,파주,2020-06-15 6:00,18,,1.3,95
99,파주,2020-06-15 7:00,19.3,,1.4,90
99,파주,2020-06-15 8:00,21.2,,1.2,82
99,파주,2020-06-15 9:00,22.1,,1.9,75
99,파주,2020-06-15 10:00,24.3,,1.6,70
99,파주,2020-06-15 11:00,26.3,,2.7,61
99,파주,2020-06-15 12:00,26.8,,3.3,58
99,파주,2020-06-15 13:00,27.2,,3.9,53
99,파주,2020-06-15 14:00,27.8,,4.4,48
99,파주,2020-06-15 15:00,27,,5,47
99,파주,2020-06-15 16:00,26.9,,4.8,38
99,파주,2020-06-15 17:00,25.9,,4.2,43
99,파주,2020-06-15 18:00,25.1,,3.7,47
99,파주,2020-06-15 19:00,23.2,,3.1,56
99,파주,2020-06-15 20:00,21.7,,1.5,66
99,파주,2020-06-15 21:00,20.3,,1.8,75
99,파주,2020-06-15 22:00,19.5,,1.9,83
99,파주,2020-06-15 23:00,19.7,,1.4,88
99,파주,2020-06-16 0:00,20,,1.7,89
99,파주,2020-06-16 1:00,20,,1.9,88
99,파주,2020-06-16 2:00,20,,1.9,87
99,파주,2020-06-16 3:00,19.7,,1.2,87
99,파주,2020-06-16 4:00,19.1,,0.8,88
99,파주,2020-06-16 5:00,18.7,,0.3,91
99,파주,2020-06-16 6:00,18.5,,0,94
99,파주,2020-06-16 7:00,20.2,,0,86
99,파주,2020-06-16 8:00,21.1,,1.2,81
99,파주,2020-06-16 9:00,21.9,,0.8,73
99,파주,2020-06-16 10:00,22.7,,1.3,71
99,파주,2020-06-16 11:00,24.3,,1.1,63
99,파주,2020-06-16 12:00,25.6,,1.1,62
99,파주,2020-06-16 13:00,26.8,,1.3,55
99,파주,2020-06-16 14:00,27.2,,1.5,52
99,파주,2020-06-16 15:00,28.1,,1.3,50
99,파주,2020-06-16 16:00,28.4,,1.8,49
99,파주,2020-06-16 17:00,28.1,,0.6,48
99,파주,2020-06-16 18:00,26.5,,2.4,63
99,파주,2020-06-16 19:00,24.8,,2,70
99,파주,2020-06-16 20:00,23.3,,1.1,76
99,파주,2020-06-16 21:00,22.1,,1.3,83
99,파주,2020-06-16 22:00,20.7,,0.1,87
99,파주,2020-06-16 23:00,19.8,,0.6,91
99,파주,2020-06-17 0:00,19.2,,0,96
99,파주,2020-06-17 1:00,18.3,,0,96
99,파주,2020-06-17 2:00,18,,0.8,97
99,파주,2020-06-17 3:00,17.3,,0.2,99
99,파주,2020-06-17 4:00,17,,0.2,100
99,파주,2020-06-17 5:00,16.1,,0,99
99,파주,2020-06-17 6:00,16.4,,0,100
99,파주,2020-06-17 7:00,18,,0,100
99,파주,2020-06-17 8:00,20.6,,0.3,90
99,파주,2020-06-17 9:00,22.7,,0.7,79
99,파주,2020-06-17 10:00,23.7,,1.6,71
99,파주,2020-06-17 11:00,24.8,,1.8,71
99,파주,2020-06-17 12:00,26.3,,1.8,62
99,파주,2020-06-17 13:00,27,,1.8,57
99,파주,2020-06-17 14:00,28.5,,1.8,49
99,파주,2020-06-17 15:00,27.7,,2.3,46
99,파주,2020-06-17 16:00,27.9,,2.3,52
99,파주,2020-06-17 17:00,26.3,,2.2,55
99,파주,2020-06-17 18:00,25,,1.7,58
99,파주,2020-06-17 19:00,23.3,,1.7,65
99,파주,2020-06-17 20:00,22.2,,1.1,70
99,파주,2020-06-17 21:00,21.2,,1.1,73
99,파주,2020-06-17 22:00,19.8,,0.1,79
99,파주,2020-06-17 23:00,18.9,,0.4,85
99,파주,2020-06-18 0:00,18.1,,0,89
99,파주,2020-06-18 1:00,18.3,,0.6,85
99,파주,2020-06-18 2:00,17.1,,0,88
99,파주,2020-06-18 3:00,17.2,,0,89
99,파주,2020-06-18 4:00,17.1,,0.3,94
99,파주,2020-06-18 5:00,16.7,,0,96
99,파주,2020-06-18 6:00,16.8,,0,96
99,파주,2020-06-18 7:00,18.2,,0,92
99,파주,2020-06-18 8:00,19.7,,0.7,82
99,파주,2020-06-18 9:00,20.6,,0,82
99,파주,2020-06-18 10:00,21.3,,0.8,78
99,파주,2020-06-18 11:00,22,,0.4,76
99,파주,2020-06-18 12:00,22.2,,1.1,76
99,파주,2020-06-18 13:00,23.6,,0.5,69
99,파주,2020-06-18 14:00,23.9,,1.2,66
99,파주,2020-06-18 15:00,25.2,,1.1,59
99,파주,2020-06-18 16:00,24.7,,0.3,61
99,파주,2020-06-18 17:00,23.2,,1.6,69
99,파주,2020-06-18 18:00,23.2,,1.6,73
99,파주,2020-06-18 19:00,22,,0.4,82
99,파주,2020-06-18 20:00,21.9,,1.3,76
99,파주,2020-06-18 21:00,21.4,,1,80
99,파주,2020-06-18 22:00,21.5,,2.4,77
99,파주,2020-06-18 23:00,20.8,,1.9,75
99,파주,2020-06-19 0:00,20.5,,2.4,77
99,파주,2020-06-19 1:00,20,,1.8,79
99,파주,2020-06-19 2:00,19.7,,2.1,80
99,파주,2020-06-19 3:00,19.2,,0.9,83
99,파주,2020-06-19 4:00,19.5,,2.1,82
99,파주,2020-06-19 5:00,19.5,0,2.3,82
99,파주,2020-06-19 6:00,18.2,0.8,0.3,93
99,파주,2020-06-19 7:00,18.5,0.2,0,98
99,파주,2020-06-19 8:00,20.2,,1,89
99,파주,2020-06-19 9:00,21.9,,1.7,81
99,파주,2020-06-19 10:00,22.7,,2.7,74
99,파주,2020-06-19 11:00,24.2,,2.8,66
99,파주,2020-06-19 12:00,25.7,,2.2,61
99,파주,2020-06-19 13:00,26.9,,2.5,56
99,파주,2020-06-19 14:00,28.5,,1.7,54
99,파주,2020-06-19 15:00,28.9,,2.3,54
99,파주,2020-06-19 16:00,29.1,,1.6,50
99,파주,2020-06-19 17:00,29.2,,1.3,48
99,파주,2020-06-19 18:00,27.9,,2.3,58
99,파주,2020-06-19 19:00,25.1,,2.3,67
99,파주,2020-06-19 20:00,23.3,,0.7,74
99,파주,2020-06-19 21:00,21.9,,0.4,80
99,파주,2020-06-19 22:00,20.1,,1,87
99,파주,2020-06-19 23:00,21,,0.4,86
99,파주,2020-06-20 0:00,20.8,,0.4,87
99,파주,2020-06-20 1:00,19.4,,0,92
99,파주,2020-06-20 2:00,18.5,,0.2,95
99,파주,2020-06-20 3:00,18.2,,0,96
99,파주,2020-06-20 4:00,18,,0,99
99,파주,2020-06-20 5:00,17.6,,0,99
99,파주,2020-06-20 6:00,17.7,,0,99
99,파주,2020-06-20 7:00,19.8,,0,94
99,파주,2020-06-20 8:00,21.8,,0,83
99,파주,2020-06-20 9:00,23.7,,0.6,75
99,파주,2020-06-20 10:00,25.7,,0.9,67
99,파주,2020-06-20 11:00,26.7,,1.7,70
99,파주,2020-06-20 12:00,27.4,,1.9,58
99,파주,2020-06-20 13:00,27.9,,2.1,57
99,파주,2020-06-20 14:00,28.6,,3.6,60
99,파주,2020-06-20 15:00,28.7,,2.9,58
99,파주,2020-06-20 16:00,27.9,,3.1,53
99,파주,2020-06-20 17:00,27.7,,1.8,56
99,파주,2020-06-20 18:00,26.8,,2.1,59
99,파주,2020-06-20 19:00,24.7,,1.6,65
99,파주,2020-06-20 20:00,22.6,,1.9,70
99,파주,2020-06-20 21:00,20.6,,0,79
99,파주,2020-06-20 22:00,19.6,,0.8,85
99,파주,2020-06-20 23:00,19,,0.6,89
99,파주,2020-06-21 0:00,18,,0.3,92
99,파주,2020-06-21 1:00,17,,0,95
99,파주,2020-06-21 2:00,17.2,,0,96
99,파주,2020-06-21 3:00,16.5,,0,98
99,파주,2020-06-21 4:00,16.5,,0.6,99
99,파주,2020-06-21 5:00,17.7,,0,100
99,파주,2020-06-21 6:00,17.8,,0.5,99
99,파주,2020-06-21 7:00,17.8,,0.4,100
99,파주,2020-06-21 8:00,18.7,,0.4,98
99,파주,2020-06-21 9:00,21.4,,1,84
99,파주,2020-06-21 10:00,23.8,,1.1,75
99,파주,2020-06-21 11:00,26.4,,1.3,63
99,파주,2020-06-21 12:00,27.4,,2,56
99,파주,2020-06-21 13:00,28.6,,1.7,51
99,파주,2020-06-21 14:00,30.3,,1.3,52
99,파주,2020-06-21 15:00,30.4,,2.2,48
99,파주,2020-06-21 16:00,30.5,,1.7,48
99,파주,2020-06-21 17:00,29.3,,1.7,55
99,파주,2020-06-21 18:00,28.5,,1.5,59
99,파주,2020-06-21 19:00,27.1,,1.4,65
99,파주,2020-06-21 20:00,24.4,,0.9,73
99,파주,2020-06-21 21:00,22.6,,0.5,81
99,파주,2020-06-21 22:00,21.4,,0.7,89
99,파주,2020-06-21 23:00,21,,0,88
99,파주,2020-06-22 0:00,19.4,,0,93
99,파주,2020-06-22 1:00,18.6,,0,96
99,파주,2020-06-22 2:00,18.3,,0,99
99,파주,2020-06-22 3:00,18.7,,1.1,99
99,파주,2020-06-22 4:00,18.3,,0.2,99
99,파주,2020-06-22 5:00,17.8,,0,100
99,파주,2020-06-22 6:00,18.6,,0.1,100
99,파주,2020-06-22 7:00,20.4,,0,96
99,파주,2020-06-22 8:00,23.1,,1.2,79
99,파주,2020-06-22 9:00,25.1,,1.9,69
99,파주,2020-06-22 10:00,27.3,,0.5,63
99,파주,2020-06-22 11:00,29.2,,2.1,52
99,파주,2020-06-22 12:00,31.4,,0.8,48
99,파주,2020-06-22 13:00,31.7,,1.2,36
99,파주,2020-06-22 14:00,32.7,,1.4,44
99,파주,2020-06-22 15:00,33.8,,2.2,35
99,파주,2020-06-22 16:00,34.1,,2.2,33
99,파주,2020-06-22 17:00,32.6,,1.5,40
99,파주,2020-06-22 18:00,31.4,,1.6,46
99,파주,2020-06-22 19:00,28.7,,2,47
99,파주,2020-06-22 20:00,25.5,,0.5,57
99,파주,2020-06-22 21:00,23.7,,0.6,69
99,파주,2020-06-22 22:00,22.9,,0.7,76
99,파주,2020-06-22 23:00,21.4,,0,78
99,파주,2020-06-23 0:00,20.2,,0.1,81
99,파주,2020-06-23 1:00,20.2,,0,88
99,파주,2020-06-23 2:00,19.7,,0.4,86
99,파주,2020-06-23 3:00,19.7,,0,87
99,파주,2020-06-23 4:00,19.5,,1.1,93
99,파주,2020-06-23 5:00,18.8,,0,94
99,파주,2020-06-23 6:00,19.5,,0.2,91
